"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","target","test","image_start","word_start","Valence","Matchness","exp_condition","screen_id"
"","","","","","psychophysics","21","60222","0.0-7.0-0.0-0.5","595","","f","","","","","","","","","","","","","key","f","16.66600000000003","720","446","j","false","3_Stimuli/T_ambi40.png","自我","Word","Image","1150","1000","他人","Mismatch","Practice",""
"","","","","","html-keyboard-response","22","60530","0.0-7.0-0.0-1.5","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","23","62215","0.0-7.0-0.0-0.6","529","","f","","","","","","","","","","","","","key","f","16.665999999999986","720","446","f","true","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Practice",""
"","","","","","html-keyboard-response","24","62525","0.0-7.0-0.0-1.6","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","25","64260","0.0-7.0-0.0-0.7","583","","f","","","","","","","","","","","","","key","f","16.717320388349496","720","446","f","true","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Practice",""
"","","","","","html-keyboard-response","26","64563","0.0-7.0-0.0-1.7","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","27","66416","0.0-7.0-0.0-0.8","696","","f","","","","","","","","","","","","","key","f","16.666000000000018","720","446","f","true","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Practice",""
"","","","","","html-keyboard-response","28","66724","0.0-7.0-0.0-1.8","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","29","68746","0.0-7.0-0.0-0.9","862","","f","","","","","","","","","","","","","key","f","16.665999999999986","720","446","f","true","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Practice",""
"","","","","","html-keyboard-response","30","69054","0.0-7.0-0.0-1.9","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","31","70867","0.0-7.0-0.0-0.10","658","","j","","","","","","","","","","","","","key","j","16.66600000000002","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Practice",""
"","","","","","html-keyboard-response","32","71172","0.0-7.0-0.0-1.10","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","33","72807","0.0-7.0-0.0-0.11","482","","f","","","","","","","","","","","","","key","f","16.62767010309284","720","446","f","true","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Practice",""
"","","","","","html-keyboard-response","34","73118","0.0-7.0-0.0-1.11","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","35","74706","0.0-7.0-0.0-0.12","434","","f","","","","","","","","","","","","","key","f","16.66600000000007","720","446","j","false","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","他人","Mismatch","Practice",""
"","","","","","html-keyboard-response","36","75013","0.0-7.0-0.0-1.12","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","37","76490","0.0-7.0-0.0-0.13","324","","f","","","","","","","","","","","","","key","f","16.666000000000086","720","446","j","false","3_Stimuli/S_ambi40.png","他人","Word","Image","1150","1000","自我","Mismatch","Practice",""
"","","","","","html-keyboard-response","38","76797","0.0-7.0-0.0-1.13","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","39","78436","0.0-7.0-0.0-0.14","485","","f","","","","","","","","","","","","","key","f","16.665999999999965","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Image","Word","1000","1150","他人","Mismatch","Practice",""
"","","","","","html-keyboard-response","40","78739","0.0-7.0-0.0-1.14","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","41","80554","0.0-7.0-0.0-0.15","654","","f","","","","","","","","","","","","","key","f","16.666","720","446","f","true","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Practice",""
"","","","","","html-keyboard-response","42","80855","0.0-7.0-0.0-1.15","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","43","82668","0.0-7.0-0.0-0.16","657","","f","","","","","","","","","","","","","key","f","16.689112149532715","720","446","f","true","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Practice",""
"","","","","","html-keyboard-response","44","82975","0.0-7.0-0.0-1.16","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","45","84852","0.0-7.0-0.0-0.17","719","","f","","","","","","","","","","","","","key","f","16.66599999999993","720","446","f","true","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Practice",""
"","","","","","html-keyboard-response","46","85160","0.0-7.0-0.0-1.17","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","47","86915","0.0-7.0-0.0-0.18","596","","f","","","","","","","","","","","","","key","f","16.665999999999983","720","446","j","false","3_Stimuli/C_ambi40.png","自我","Image","Word","1000","1150","朋友","Mismatch","Practice",""
"","","","","","html-keyboard-response","48","87219","0.0-7.0-0.0-1.18","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","49","88833","0.0-7.0-0.0-0.19","459","","f","","","","","","","","","","","","","key","f","16.666000000000043","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Image","Word","1000","1150","自我","Mismatch","Practice",""
"","","","","","html-keyboard-response","50","89139","0.0-7.0-0.0-1.19","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","51","90939","0.0-7.0-0.0-0.20","640","","f","","","","","","","","","","","","","key","f","16.665999999999887","720","446","f","true","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Practice",""
"","","","","","html-keyboard-response","52","91242","0.0-7.0-0.0-1.20","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","53","93094","0.0-7.0-0.0-0.21","698","","f","","","","","","","","","","","","","key","f","16.630490909090838","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Word","Image","1150","1000","他人","Mismatch","Practice",""
"","","","","","html-keyboard-response","54","93403","0.0-7.0-0.0-1.21","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","55","95069","0.0-7.0-0.0-0.22","505","","f","","","","","","","","","","","","","key","f","16.665999999999936","720","446","f","true","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Practice",""
"","","","","","html-keyboard-response","56","95381","0.0-7.0-0.0-1.22","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","psychophysics","57","97621","0.0-7.0-0.0-0.23","1087","","j","","","","","","","","","","","","","key","j","16.665999999999954","720","446","j","true","3_Stimuli/S_ambi40.png","朋友","Word","Image","1150","1000","自我","Mismatch","Practice",""
"","","","","","html-keyboard-response","58","97924","0.0-7.0-0.0-1.23","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback"
"","","","","","html-keyboard-response","59","102516","0.0-8.0","4588","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                          <div><p class='context'>您正确回答了63% 的试次。</p><p class='context'>您的平均反应时为702毫秒。</p><p class='context'>恭喜您完成练习。按任意键进入正式实验。</p><p class='footer' style='font-size: 35px; line-height:40px;'>请在进入正式实验实验之前将您的<span style='color: lightgreen;'>食指</span>放在电脑键盘的相应键位上进行按键。</p>","j","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","60","104443","0.0-9.0-0.0-0.0-0.0-0.0","770","","f","","","","","","","","","","","","","key","f","16.723298245614085","720","446","f","true","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","61","106128","0.0-9.0-0.0-0.0-0.0-0.1","529","","f","","","","","","","","","","","","","key","f","16.666000000000057","720","446","f","true","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","62","107780","0.0-9.0-0.0-0.0-0.0-0.2","496","","f","","","","","","","","","","","","","key","f","16.665999999999965","720","446","f","true","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","63","109247","0.0-9.0-0.0-0.0-0.0-0.3","307","","f","","","","","","","","","","","","","key","f","16.665999999999947","720","446","j","false","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","64","111011","0.0-9.0-0.0-0.0-0.0-0.4","608","","f","","","","","","","","","","","","","key","f","16.665999999999958","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","65","112626","0.0-9.0-0.0-0.0-0.0-0.5","464","","f","","","","","","","","","","","","","key","f","16.666000000000015","720","446","f","true","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","66","114315","0.0-9.0-0.0-0.0-0.0-0.6","537","","f","","","","","","","","","","","","","key","f","16.669400000000024","720","446","f","true","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","67","115996","0.0-9.0-0.0-0.0-0.0-0.7","525","","f","","","","","","","","","","","","","key","f","16.665999999999936","720","446","f","true","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","68","117836","0.0-9.0-0.0-0.0-0.0-0.8","680","","f","","","","","","","","","","","","","key","f","16.665999999999976","720","446","f","true","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","69","119549","0.0-9.0-0.0-0.0-0.0-0.9","559","","f","","","","","","","","","","","","","key","f","16.665999999999887","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","70","121400","0.0-9.0-0.0-0.0-0.0-0.10","694","","f","","","","","","","","","","","","","key","f","16.665999999999976","720","446","j","false","3_Stimuli/C_ambi40.png","他人","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","71","123129","0.0-9.0-0.0-0.0-0.0-0.11","576","","f","","","","","","","","","","","","","key","f","16.6686176470589","720","446","f","true","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","72","124568","0.0-9.0-0.0-0.0-0.0-0.12","284","","f","","","","","","","","","","","","","key","f","16.666000000000007","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","73","126370","0.0-9.0-0.0-0.0-0.0-0.13","648","","j","","","","","","","","","","","","","key","j","16.666000000000047","720","446","j","true","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","74","129036","0.0-9.0-0.0-0.0-0.0-0.14","null","","null","","","","","","","","","","","","","key","null","16.666000000000018","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","75","131699","0.0-9.0-0.0-0.0-0.0-0.15","null","","null","","","","","","","","","","","","","key","null","16.666000000000018","720","446","j","false","3_Stimuli/T_ambi40.png","自我","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","76","134358","0.0-9.0-0.0-0.0-0.0-0.16","null","","null","","","","","","","","","","","","","key","null","16.66767088607594","720","446","j","false","3_Stimuli/C_ambi40.png","自我","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","77","137019","0.0-9.0-0.0-0.0-0.0-0.17","null","","null","","","","","","","","","","","","","key","null","16.666000000000018","720","446","j","false","3_Stimuli/C_ambi40.png","自我","Word","Image","1150","1000","朋友","Mismatch","Formal",""
